turbine_id,operating_hours,wind_speed_ms,ambient_temp_c,wind_direction_deg,gearbox_oil_temp_c,gearbox_bearing_temp_c,generator_winding_temp_c,generator_rpm,rotor_rpm,blade_pitch_angle_deg,hydraulic_pressure_bar,active_power_kw
WTG_01,25,5.74,15.0,167.12,71.17,58.58,66.22,701.41,7.79,0.0,188.78,421.89
WTG_01,26,5.41,13.27,190.02,69.14,58.67,66.5,678.72,7.54,0.0,186.78,338.09
WTG_01,27,6.72,16.18,176.51,71.81,59.23,73.9,857.0,9.52,0.0,187.72,636.7
WTG_01,28,10.3,16.43,189.37,82.29,61.0,100.53,1327.34,14.75,0.0,187.14,2000.0
WTG_01,29,7.17,15.69,180.86,72.94,59.65,76.62,888.92,9.88,0.0,187.31,804.81
WTG_01,30,8.49,19.08,216.67,76.43,60.5,89.52,1055.37,11.73,0.0,186.57,1374.43
WTG_01,31,10.75,20.4,175.88,82.49,61.3,103.66,1316.53,14.63,0.0,190.69,2000.0
WTG_01,32,10.03,20.27,185.42,82.98,62.45,103.01,1285.47,14.28,0.0,187.38,2000.0
WTG_01,33,10.12,22.54,190.82,81.69,60.84,103.79,1293.67,14.37,0.0,187.95,2000.0
WTG_01,34,7.92,22.92,164.03,74.03,59.66,90.14,1026.53,11.41,0.0,187.72,1080.27
WTG_01,35,10.32,17.26,182.15,82.78,62.39,97.9,1291.67,14.35,0.0,190.2,2000.0
WTG_01,36,10.32,16.53,175.38,81.16,61.57,100.19,1319.09,14.66,0.0,189.07,2000.0
WTG_01,37,7.43,12.63,178.81,72.75,60.4,74.03,995.11,11.06,0.0,187.48,880.25
WTG_01,38,14.06,14.59,183.59,81.23,63.18,98.92,1775.42,19.73,5.15,188.39,2000.0
WTG_01,39,9.23,18.33,180.02,79.06,59.71,95.67,1183.68,13.15,0.0,189.37,1719.64
WTG_01,40,9.59,16.73,190.88,83.09,60.26,96.07,1212.16,13.47,0.0,187.25,1954.99
WTG_01,41,6.45,21.33,173.23,69.86,60.45,77.74,779.14,8.66,0.0,188.74,582.18
WTG_01,42,10.34,21.36,201.2,81.72,61.2,101.32,1293.13,14.37,0.0,189.48,2000.0
WTG_01,43,4.26,20.4,181.78,67.87,58.14,67.92,541.66,6.02,0.0,186.42,162.78
WTG_01,44,12.81,19.47,187.54,81.61,62.01,100.79,1598.88,17.77,2.04,190.15,2000.0
WTG_01,45,7.11,14.5,164.62,72.62,59.27,72.6,881.69,9.8,0.0,185.49,782.56
WTG_01,46,10.7,17.51,194.33,81.42,61.62,101.44,1362.14,15.13,0.0,187.09,2000.0
WTG_01,47,9.85,17.94,205.29,82.1,60.52,100.59,1229.09,13.66,0.0,188.27,2000.0
WTG_01,48,13.78,19.28,187.7,81.89,63.92,101.08,1764.86,19.61,4.45,186.78,2000.0
WTG_01,49,6.88,14.26,189.9,71.5,59.3,72.64,862.07,9.58,0.0,186.91,663.87
WTG_01,50,15.35,23.59,179.15,82.6,63.66,106.18,1800.0,20.0,8.37,188.11,2000.0
WTG_01,51,11.06,26.21,188.87,83.98,61.4,109.29,1385.19,15.39,0.0,190.6,2000.0
WTG_01,52,9.57,17.22,206.5,80.69,61.8,98.95,1213.99,13.49,0.0,185.68,1936.42
WTG_01,53,10.21,9.75,220.43,81.77,61.55,91.39,1266.97,14.08,0.0,189.23,2000.0
WTG_01,54,8.41,19.87,185.63,76.55,61.04,89.38,1035.29,11.5,0.0,187.62,1316.97
WTG_01,55,13.21,27.53,197.29,81.77,62.16,109.81,1658.95,18.43,3.02,190.68,2000.0
WTG_01,56,8.51,13.1,186.22,77.91,60.51,84.33,1075.08,11.95,0.0,186.55,1354.92
WTG_01,57,13.45,19.01,191.7,82.95,61.87,99.92,1680.81,18.68,3.63,188.16,2000.0
WTG_01,58,7.78,19.04,166.43,74.46,58.54,84.92,951.95,10.58,0.0,185.75,1038.34
WTG_01,59,15.43,15.5,191.92,84.03,62.06,96.95,1800.0,20.0,8.58,188.05,2000.0
WTG_01,60,11.1,17.96,161.43,82.28,60.1,101.33,1407.46,15.64,0.0,187.92,2000.0
WTG_01,61,13.49,17.7,194.6,84.54,62.52,100.78,1714.45,19.05,3.72,188.66,2000.0
WTG_01,62,6.96,25.39,190.19,73.02,59.75,85.33,873.5,9.71,0.0,185.17,744.79
WTG_01,63,7.13,9.44,216.26,72.1,61.64,69.07,934.1,10.38,0.0,187.37,806.85
WTG_01,64,9.4,19.81,196.06,81.59,60.8,99.7,1196.56,13.3,0.0,188.43,1824.44
WTG_01,65,10.91,20.55,179.86,81.43,61.43,103.77,1382.55,15.36,0.0,190.24,2000.0
WTG_01,66,11.06,25.09,180.62,80.61,62.74,105.84,1398.35,15.54,0.0,189.16,2000.0
WTG_01,67,10.72,8.64,152.36,81.77,60.99,91.77,1376.14,15.29,0.0,187.64,2000.0
WTG_01,68,11.64,19.92,210.55,82.2,61.71,102.49,1483.6,16.48,0.0,190.42,2000.0
WTG_01,69,7.98,19.04,153.23,74.97,62.53,85.99,1018.19,11.31,0.0,183.79,1153.64
WTG_01,70,8.04,23.32,216.99,74.87,59.86,88.63,1025.48,11.39,0.0,186.73,1165.25
WTG_01,71,10.9,18.85,200.12,82.67,61.14,102.8,1357.15,15.08,0.0,186.69,2000.0
WTG_01,72,7.76,19.68,181.36,75.04,59.14,85.21,955.72,10.62,0.0,186.59,1012.15
WTG_01,73,10.54,15.48,173.57,82.32,61.44,98.95,1332.54,14.81,0.0,188.87,2000.0
WTG_01,74,8.9,16.23,188.64,78.03,60.9,89.88,1118.44,12.43,0.0,188.96,1557.6
WTG_01,75,7.32,15.38,194.18,72.4,60.07,78.5,922.43,10.25,0.0,186.73,896.63
WTG_01,76,6.72,14.52,163.42,71.49,58.33,70.72,871.47,9.68,0.0,189.78,663.75
WTG_01,77,9.76,22.67,203.3,84.1,60.67,101.79,1211.47,13.46,0.0,187.04,2000.0
WTG_01,78,9.6,15.73,184.48,82.26,61.68,98.86,1194.15,13.27,0.0,184.3,1957.65
WTG_01,79,7.07,15.5,226.47,71.38,60.02,76.53,893.97,9.93,0.0,188.85,790.87
WTG_01,80,10.56,18.05,188.92,82.75,60.91,101.46,1299.89,14.44,0.0,188.25,2000.0
WTG_01,81,12.42,21.83,191.51,82.17,62.21,104.47,1578.19,17.54,1.05,186.82,2000.0
WTG_01,82,11.54,15.49,206.97,82.72,61.29,98.21,1447.34,16.08,0.0,188.02,2000.0
WTG_01,83,8.84,12.63,213.82,79.95,61.19,84.95,1115.33,12.39,0.0,185.94,1507.48
WTG_01,84,8.44,19.19,197.74,78.34,60.73,88.68,1081.05,12.01,0.0,187.49,1332.65
WTG_01,85,8.83,7.69,180.08,78.15,61.43,80.3,1117.93,12.42,0.0,188.55,1507.0
WTG_01,86,5.67,29.04,185.36,69.63,60.31,82.54,708.37,7.87,0.0,187.29,417.78
WTG_01,87,8.44,22.83,192.16,77.38,61.0,92.94,1070.9,11.9,0.0,187.38,1329.6
WTG_01,88,6.2,19.19,163.01,71.11,58.87,72.15,786.58,8.74,0.0,186.92,520.67
WTG_01,89,6.39,10.88,200.42,71.08,59.57,66.06,833.36,9.26,0.0,188.43,560.78
WTG_01,90,11.53,14.53,189.67,83.34,63.11,98.72,1475.32,16.39,0.0,188.96,2000.0
WTG_01,91,9.36,16.47,190.65,80.67,61.29,94.54,1170.04,13.0,0.0,187.11,1776.13
WTG_01,92,8.61,23.43,183.81,78.7,61.74,95.31,1109.9,12.33,0.0,184.37,1365.93
WTG_01,93,11.55,17.8,151.36,81.18,62.31,102.07,1478.32,16.43,0.0,189.22,2000.0
WTG_01,94,11.09,7.41,200.34,82.92,61.88,90.95,1393.43,15.48,0.0,187.1,2000.0
WTG_01,95,8.94,15.78,165.42,79.04,61.16,88.34,1136.57,12.63,0.0,184.55,1559.48
WTG_01,96,8.25,19.82,200.76,76.51,59.9,87.94,1010.94,11.23,0.0,188.52,1245.18
WTG_01,97,9.69,18.2,193.35,82.78,62.15,100.76,1237.02,13.74,0.0,188.23,1997.13
WTG_01,98,7.74,16.34,188.24,75.15,59.39,81.89,984.61,10.94,0.0,190.97,1038.31
WTG_01,99,9.27,11.16,192.44,81.56,62.09,90.17,1168.18,12.98,0.0,187.07,1752.16
WTG_01,100,11.81,12.02,179.26,83.21,62.14,94.11,1477.71,16.42,0.0,188.71,2000.0
WTG_01,101,8.41,18.41,198.37,78.12,60.87,89.34,1060.53,11.78,0.0,188.04,1309.89
WTG_01,102,14.04,19.64,199.77,82.32,63.11,102.2,1789.15,19.88,5.11,185.78,2000.0
WTG_01,103,9.79,15.48,193.22,83.29,61.04,99.16,1231.25,13.68,0.0,189.54,2000.0
WTG_01,104,9.86,14.87,181.17,82.07,61.56,97.71,1237.61,13.75,0.0,187.45,2000.0
WTG_01,105,11.97,17.05,172.72,83.42,62.8,99.51,1500.53,16.67,0.0,188.27,2000.0
WTG_01,106,11.44,15.22,189.98,81.53,63.33,99.45,1478.09,16.42,0.0,186.44,2000.0
WTG_01,107,8.72,13.1,192.03,79.21,61.39,86.47,1119.39,12.44,0.0,186.37,1449.34
WTG_01,108,8.11,10.61,182.3,75.6,61.25,78.43,1043.24,11.59,0.0,188.11,1161.06
WTG_01,109,6.09,28.26,172.66,69.96,59.56,83.22,770.36,8.56,0.0,186.08,495.0
WTG_01,110,11.34,17.35,170.88,81.78,62.38,100.98,1403.56,15.6,0.0,185.54,2000.0
WTG_01,111,11.23,11.13,195.55,82.05,61.56,95.95,1413.85,15.71,0.0,188.83,2000.0
WTG_01,112,10.86,21.76,203.89,81.83,61.98,106.17,1361.94,15.13,0.0,185.99,2000.0
WTG_01,113,11.56,18.37,170.52,83.47,62.41,101.34,1436.36,15.96,0.0,187.27,2000.0
WTG_01,114,11.2,23.9,214.26,83.17,62.65,107.69,1417.99,15.76,0.0,188.89,2000.0
WTG_01,115,14.29,17.18,223.84,84.27,64.89,100.02,1800.0,20.0,5.72,189.5,2000.0
WTG_01,116,11.69,27.47,185.24,83.55,62.76,110.23,1466.29,16.29,0.0,186.75,2000.0
WTG_01,117,5.72,22.79,184.35,69.78,59.7,74.91,776.66,8.63,0.0,187.57,409.52
WTG_01,118,7.95,22.53,187.68,76.09,62.04,90.29,1026.65,11.41,0.0,191.23,1116.88
WTG_01,119,7.98,18.31,215.43,76.6,60.15,84.15,977.24,10.86,0.0,185.78,1136.2
WTG_01,120,3.29,16.04,201.34,69.3,60.08,64.05,540.0,6.0,0.0,183.27,99.02
WTG_01,121,7.24,17.43,178.69,72.76,61.83,80.38,909.82,10.11,0.0,187.13,859.32
WTG_01,122,7.22,14.5,167.81,72.9,60.31,76.85,940.11,10.45,0.0,186.24,849.68
WTG_01,123,4.2,15.37,221.57,67.63,59.67,64.51,540.0,6.0,0.0,185.55,160.93
WTG_01,124,5.74,23.62,168.32,70.91,60.66,77.94,732.1,8.13,0.0,186.39,383.4
WTG_01,125,12.96,27.23,187.68,82.92,62.84,110.26,1624.84,18.05,2.4,189.17,2000.0
WTG_01,126,10.93,16.08,155.77,81.64,62.5,98.61,1349.34,14.99,0.0,186.7,2000.0
WTG_01,127,9.16,18.48,186.78,81.19,62.14,94.89,1146.42,12.74,0.0,186.45,1679.85
WTG_01,128,9.49,18.74,195.3,82.96,61.85,100.75,1188.69,13.21,0.0,187.98,1885.33
WTG_01,129,4.37,21.77,198.04,68.66,59.22,71.13,540.0,6.0,0.0,186.91,195.97
WTG_01,130,7.04,21.61,190.92,73.41,61.34,83.39,880.06,9.78,0.0,184.42,777.8
WTG_01,131,11.77,12.15,210.67,81.75,63.79,98.16,1519.93,16.89,0.0,185.93,2000.0
WTG_01,132,8.91,13.25,197.88,82.56,61.73,87.31,1145.91,12.73,0.0,186.6,1568.33
WTG_01,133,3.0,15.87,217.67,69.49,59.32,64.62,540.0,6.0,0.0,186.5,62.09
WTG_01,134,9.95,13.13,186.17,83.88,61.28,99.04,1228.56,13.65,0.0,186.68,2000.0
WTG_01,135,9.14,21.08,181.07,82.21,61.08,98.88,1155.15,12.83,0.0,186.72,1671.54
WTG_01,136,9.99,15.68,180.17,83.51,62.75,100.09,1248.17,13.87,0.0,182.77,2000.0
WTG_01,137,9.62,27.0,213.58,83.58,62.63,109.63,1219.56,13.55,0.0,186.62,1941.95
WTG_01,138,12.77,14.57,177.93,84.52,64.02,98.01,1622.01,18.02,1.94,186.75,2000.0
WTG_01,139,6.14,17.0,201.44,70.59,60.14,72.87,767.74,8.53,0.0,185.01,547.43
WTG_01,140,7.39,12.69,205.29,74.54,60.63,77.66,921.61,10.24,0.0,187.4,891.24
WTG_01,141,4.33,10.1,209.74,69.86,59.87,59.87,540.0,6.0,0.0,187.18,153.8
WTG_01,142,5.73,11.47,217.91,70.17,61.81,66.03,695.49,7.73,0.0,187.37,394.49
WTG_01,143,9.49,15.59,203.77,83.37,61.17,97.06,1167.77,12.98,0.0,185.66,1864.09
WTG_01,144,7.68,10.2,184.97,75.98,61.63,74.99,952.62,10.58,0.0,186.61,998.34
WTG_01,145,5.11,10.71,159.47,70.83,59.78,63.07,634.87,7.05,0.0,187.0,282.25
WTG_01,146,7.28,19.19,209.63,74.24,60.4,80.44,895.52,9.95,0.0,183.94,850.67
WTG_01,147,9.15,11.56,186.44,81.13,63.44,92.06,1167.55,12.97,0.0,185.72,1692.11
WTG_01,148,3.0,21.55,160.39,70.08,60.17,69.53,540.0,6.0,0.0,184.95,75.65
WTG_01,149,7.63,21.92,205.58,77.95,62.22,85.45,964.09,10.71,0.0,184.8,968.07
WTG_01,150,11.33,14.8,200.27,84.05,63.33,98.91,1444.62,16.05,0.0,185.98,2000.0
WTG_01,151,10.64,18.57,189.49,84.0,62.16,101.57,1352.51,15.03,0.0,183.47,2000.0
WTG_01,152,9.7,17.68,173.0,83.75,61.46,101.59,1233.3,13.7,0.0,186.7,2000.0
WTG_01,153,10.37,14.31,218.12,83.67,62.67,98.47,1331.06,14.79,0.0,186.79,2000.0
WTG_01,154,10.06,21.51,205.5,84.62,61.48,104.91,1298.84,14.43,0.0,185.19,2000.0
WTG_01,155,10.05,17.59,186.99,84.05,64.12,103.15,1258.73,13.99,0.0,185.93,2000.0
WTG_01,156,6.02,21.74,188.19,71.18,60.49,78.17,736.52,8.18,0.0,188.52,486.71
WTG_01,157,7.28,16.17,206.69,76.26,61.43,80.62,895.33,9.95,0.0,185.57,856.41
WTG_01,158,7.17,17.21,190.1,75.48,62.07,77.47,902.26,10.03,0.0,184.92,814.33
WTG_01,159,5.23,16.9,194.04,71.26,61.48,71.48,676.1,7.51,0.0,184.82,313.63
WTG_01,160,9.24,18.04,187.86,81.32,61.46,98.68,1149.82,12.78,0.0,185.23,1698.91
WTG_01,161,8.69,15.13,196.55,80.39,61.89,88.91,1079.07,11.99,0.0,186.33,1443.91
WTG_01,162,8.87,14.88,190.64,81.62,62.59,93.63,1099.16,12.21,0.0,185.45,1533.18
WTG_01,163,9.57,14.37,192.72,84.71,62.64,96.91,1192.41,13.25,0.0,185.07,1898.7
WTG_01,164,10.28,16.72,196.36,85.03,62.31,100.74,1308.87,14.54,0.0,185.6,2000.0
WTG_01,165,5.77,18.94,194.3,72.84,62.57,74.73,719.97,8.0,0.0,185.11,409.34
WTG_01,166,7.29,13.22,196.0,76.15,62.67,75.75,901.54,10.02,0.0,184.92,827.2
WTG_01,167,11.5,18.82,178.8,85.14,64.5,104.6,1445.42,16.06,0.0,183.2,2000.0
WTG_01,168,7.45,19.36,209.05,76.52,63.22,83.17,958.23,10.65,0.0,186.65,896.04
WTG_01,169,13.1,28.5,200.36,85.69,65.78,114.85,1654.52,18.38,2.74,184.19,2000.0
WTG_01,170,12.05,13.71,197.09,84.57,65.12,99.74,1547.08,17.19,0.14,182.96,2000.0
WTG_01,171,7.96,13.28,211.81,78.32,62.53,82.46,998.29,11.09,0.0,183.83,1136.27
WTG_01,172,9.28,28.05,192.12,84.16,62.35,109.72,1163.39,12.93,0.0,182.9,1757.5
WTG_01,173,10.38,16.02,162.74,84.82,63.51,100.54,1314.93,14.61,0.0,185.21,2000.0
WTG_01,174,11.21,14.48,189.3,85.78,63.7,100.68,1410.76,15.68,0.0,181.91,2000.0
WTG_01,175,10.79,24.7,222.7,84.36,63.3,107.86,1373.4,15.26,0.0,184.94,2000.0
WTG_01,176,8.74,21.64,219.02,80.87,63.1,98.51,1103.41,12.26,0.0,183.56,1472.44
WTG_01,177,8.2,17.93,210.99,79.43,63.91,89.04,1021.04,11.34,0.0,182.66,1213.11
WTG_01,178,7.79,22.21,228.3,77.64,63.0,90.86,957.78,10.64,0.0,182.32,1023.21
WTG_01,179,6.34,18.55,194.02,74.65,62.39,80.32,815.8,9.06,0.0,182.32,568.55
WTG_01,180,10.53,12.92,181.9,85.93,63.94,99.62,1315.47,14.62,0.0,183.55,2000.0
WTG_01,181,7.77,12.41,219.68,79.05,63.58,80.84,982.81,10.92,0.0,181.77,1064.65
WTG_01,182,8.46,13.5,207.95,81.22,63.18,87.04,1094.8,12.16,0.0,182.1,1326.13
WTG_01,183,3.67,17.85,200.23,71.53,61.01,69.62,540.0,6.0,0.0,185.61,120.43
WTG_01,184,9.95,25.31,228.68,85.38,63.29,111.43,1248.83,13.88,0.0,184.96,2000.0
WTG_01,185,3.49,13.85,196.59,70.33,61.64,63.94,540.0,6.0,0.0,181.84,85.6
WTG_01,186,11.34,22.2,177.89,85.14,65.1,107.42,1378.63,15.32,0.0,184.92,2000.0
WTG_01,187,15.36,18.73,197.29,86.65,67.27,104.97,1800.0,20.0,8.4,183.39,2000.0
WTG_01,188,7.64,13.77,198.18,77.58,63.76,81.37,946.52,10.52,0.0,183.2,1000.16
WTG_01,189,7.69,12.97,206.16,78.04,62.7,82.43,964.7,10.72,0.0,183.8,1004.76
WTG_01,190,7.58,18.28,214.63,78.25,63.32,86.66,947.18,10.52,0.0,182.34,954.6
WTG_01,191,7.04,20.43,181.97,77.23,63.92,85.36,923.3,10.26,0.0,181.77,791.32
WTG_01,192,9.74,14.31,206.76,86.09,64.01,103.06,1243.27,13.81,0.0,181.63,2000.0
WTG_01,193,8.5,19.2,203.53,80.51,63.43,93.76,1084.84,12.05,0.0,180.88,1346.89
WTG_01,194,8.24,23.23,193.74,80.25,64.18,96.82,1031.56,11.46,0.0,183.53,1231.03
WTG_01,195,11.51,26.23,208.04,88.47,65.71,113.51,1490.23,16.56,0.0,181.92,2000.0
WTG_01,196,8.45,18.34,190.9,81.97,65.62,92.9,1080.07,12.0,0.0,183.19,1320.71
WTG_01,197,10.4,27.01,192.13,86.57,65.77,116.15,1324.45,14.72,0.0,180.06,2000.0
WTG_01,198,10.97,17.75,176.98,86.15,65.74,104.6,1384.89,15.39,0.0,181.09,2000.0
WTG_01,199,12.58,16.91,220.92,86.73,66.07,103.92,1605.1,17.83,1.45,182.21,2000.0
WTG_01,200,8.95,15.51,176.77,83.62,65.25,92.98,1129.68,12.55,0.0,179.28,1570.46
WTG_01,201,14.74,15.97,162.34,86.73,68.38,104.22,1800.0,20.0,6.85,180.74,2000.0
WTG_01,202,10.94,8.46,178.58,86.92,66.67,96.82,1369.4,15.22,0.0,183.35,2000.0
WTG_01,203,9.49,21.97,199.34,86.12,65.71,109.22,1184.92,13.17,0.0,182.5,1901.56
WTG_01,204,6.09,22.21,185.72,76.25,63.23,83.17,781.48,8.68,0.0,182.76,504.05
WTG_01,205,9.48,14.73,214.3,85.74,65.31,101.97,1196.97,13.3,0.0,183.01,1851.29
WTG_01,206,12.32,18.93,214.3,88.1,66.24,107.77,1531.46,17.02,0.79,183.43,2000.0
WTG_01,207,10.4,21.67,163.91,87.22,66.24,108.92,1338.06,14.87,0.0,182.35,2000.0
WTG_01,208,8.16,15.05,198.28,80.38,65.71,87.92,1048.47,11.65,0.0,177.43,1197.98
WTG_01,209,12.74,19.83,199.73,90.49,67.81,107.75,1599.02,17.77,1.85,180.31,2000.0
WTG_01,210,10.08,8.6,206.02,89.09,66.48,99.18,1277.49,14.19,0.0,183.47,2000.0
WTG_01,211,9.07,19.67,174.59,84.89,65.13,101.85,1116.69,12.41,0.0,179.67,1628.87
WTG_01,212,11.68,16.1,166.9,87.62,67.36,104.31,1473.6,16.37,0.0,180.66,2000.0
WTG_01,213,15.58,10.78,193.56,89.22,68.96,101.02,1800.0,20.0,8.96,180.09,2000.0
WTG_01,214,5.69,13.54,212.59,76.14,63.89,73.0,720.61,8.01,0.0,180.76,425.2
WTG_01,215,10.78,21.42,185.77,89.76,66.58,111.5,1336.14,14.85,0.0,180.47,2000.0
WTG_01,216,10.9,24.66,225.03,88.16,67.31,114.04,1362.94,15.14,0.0,182.6,2000.0
WTG_01,217,9.05,20.61,204.96,85.55,68.79,101.73,1133.68,12.6,0.0,176.8,1600.16
WTG_01,218,13.84,20.97,204.61,88.83,69.6,113.06,1768.49,19.65,4.6,177.63,2000.0
WTG_01,219,12.2,19.53,204.35,89.79,67.64,108.55,1537.29,17.08,0.5,180.58,2000.0
WTG_01,220,10.97,18.32,218.19,88.71,68.52,108.75,1408.24,15.65,0.0,181.7,2000.0
WTG_01,221,8.69,16.57,192.89,85.23,67.01,97.3,1098.43,12.2,0.0,178.64,1451.06
WTG_01,222,6.82,14.16,216.83,79.58,67.34,78.97,867.62,9.64,0.0,179.34,669.64
WTG_01,223,7.82,20.51,184.81,82.97,66.85,93.24,983.57,10.93,0.0,176.3,1065.32
WTG_01,224,7.11,16.12,191.93,79.98,67.17,83.65,896.44,9.96,0.0,176.47,784.32
WTG_01,225,7.25,20.33,212.67,80.38,67.96,90.56,920.27,10.23,0.0,174.62,856.4
WTG_01,226,13.5,14.93,187.09,89.24,70.62,106.47,1710.64,19.01,3.75,179.47,2000.0
WTG_01,227,7.36,11.85,213.3,81.19,66.14,84.58,943.82,10.49,0.0,178.82,889.58
WTG_01,228,8.57,17.32,205.04,85.8,67.6,96.93,1098.48,12.21,0.0,178.92,1385.29
WTG_01,229,10.51,17.32,191.66,89.7,67.86,109.12,1330.19,14.78,0.0,178.63,2000.0
WTG_01,230,8.1,15.68,190.55,85.31,67.16,88.97,1027.47,11.42,0.0,177.6,1157.08
WTG_01,231,8.82,22.45,207.42,86.68,66.3,106.14,1095.99,12.18,0.0,176.25,1503.86
WTG_01,232,12.54,19.57,212.64,91.05,69.66,111.74,1601.06,17.79,1.36,176.46,2000.0
WTG_01,233,8.14,25.86,191.18,83.89,68.15,103.18,1028.6,11.43,0.0,175.79,1188.92
WTG_01,234,9.25,13.67,215.23,89.24,68.23,101.87,1169.1,12.99,0.0,175.6,1744.35
WTG_01,235,12.53,15.8,178.06,90.61,70.18,109.12,1572.83,17.48,1.32,176.57,2000.0
WTG_01,236,7.27,13.49,196.58,82.68,67.02,84.65,882.16,9.8,0.0,174.85,834.79
WTG_01,237,13.43,25.35,212.57,91.75,71.7,118.05,1727.74,19.2,3.57,174.2,2000.0
WTG_01,238,10.97,16.11,197.84,91.39,70.13,108.07,1387.89,15.42,0.0,176.3,2000.0
WTG_01,239,11.12,25.09,235.8,92.98,69.42,118.54,1409.26,15.66,0.0,177.34,2000.0
WTG_01,240,12.62,13.45,189.91,92.43,71.04,106.27,1590.46,17.67,1.55,176.64,2000.0
WTG_01,241,9.75,24.98,206.58,91.83,68.35,118.09,1221.93,13.58,0.0,175.7,2000.0
WTG_01,242,7.64,22.14,192.41,83.72,68.94,94.97,970.88,10.79,0.0,175.96,978.98
WTG_01,243,14.72,11.77,203.44,92.49,70.15,105.81,1800.0,20.0,6.81,174.35,2000.0
WTG_01,244,9.77,17.88,238.57,90.87,69.98,112.3,1241.45,13.79,0.0,175.2,2000.0
WTG_01,245,7.74,15.71,212.53,83.73,69.46,91.32,988.39,10.98,0.0,175.0,1038.89
WTG_01,246,10.0,19.63,212.53,93.55,70.0,113.85,1241.54,13.79,0.0,176.54,2000.0
WTG_01,247,10.16,20.19,218.12,92.88,71.25,114.33,1241.88,13.8,0.0,173.51,2000.0
WTG_01,248,6.95,21.54,201.53,80.32,70.47,91.6,876.17,9.74,0.0,174.95,749.3
WTG_01,249,4.74,16.31,223.57,78.58,68.4,78.58,562.53,6.25,0.0,175.06,250.93
WTG_01,250,6.84,16.54,183.08,81.31,68.79,87.1,870.39,9.67,0.0,174.47,728.83
WTG_01,251,11.2,17.39,200.36,93.52,71.59,113.12,1430.8,15.9,0.0,173.03,2000.0
WTG_01,252,7.02,20.98,180.82,82.16,69.0,92.46,885.96,9.84,0.0,175.38,755.77
WTG_01,253,7.37,22.85,206.25,84.32,70.29,96.59,951.91,10.58,0.0,175.06,870.77
WTG_01,254,3.48,27.69,218.27,77.53,69.11,88.04,540.0,6.0,0.0,173.19,84.52
WTG_01,255,11.77,14.37,189.24,94.82,71.78,108.89,1515.34,16.84,0.0,172.7,2000.0
WTG_01,256,6.94,20.82,194.33,82.72,68.83,92.9,853.33,9.48,0.0,170.41,737.45
WTG_01,257,10.94,12.42,172.09,94.41,72.26,107.16,1372.92,15.25,0.0,173.9,2000.0
