turbine_id,operating_hours,wind_speed_ms,ambient_temp_c,wind_direction_deg,gearbox_oil_temp_c,gearbox_bearing_temp_c,generator_winding_temp_c,generator_rpm,rotor_rpm,blade_pitch_angle_deg,hydraulic_pressure_bar,active_power_kw,RUL,RUL_clipped,health_state,gearbox_oil_temp_c_roll_mean,gearbox_oil_temp_c_roll_std,gearbox_oil_temp_c_zscore,gearbox_bearing_temp_c_roll_mean,gearbox_bearing_temp_c_roll_std,gearbox_bearing_temp_c_zscore,generator_winding_temp_c_roll_mean,generator_winding_temp_c_roll_std,generator_winding_temp_c_zscore,generator_rpm_roll_mean,generator_rpm_roll_std,generator_rpm_zscore,rotor_rpm_roll_mean,rotor_rpm_roll_std,rotor_rpm_zscore,blade_pitch_angle_deg_roll_mean,blade_pitch_angle_deg_roll_std,blade_pitch_angle_deg_zscore,hydraulic_pressure_bar_roll_mean,hydraulic_pressure_bar_roll_std,hydraulic_pressure_bar_zscore,active_power_kw_roll_mean,active_power_kw_roll_std,active_power_kw_zscore,kb_predicted_state,kb_state_name,fault_count,fault_details,failure_risk_score,prob_healthy,prob_warning,prob_critical
WTG_01,11,9.73,21.59,171.95,82.19,61.62,103.88,1220.62,13.56,0.0,186.64,2000.0,341,125,0,77.1009090909091,5.093667548133571,0.9991015041717143,60.67181818181818,1.1444196623775567,0.8285263259213385,90.67636363636363,12.114332233125586,1.089918627750044,1035.8218181818183,240.16278707652367,0.7694705081820142,11.509090909090908,2.6673749438181904,0.7688866897629836,0.0,0.0,,187.94272727272727,1.2788673966372808,-1.0186570368067396,1340.3036363636363,652.8301460911977,1.0105176171570467,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,12,8.1,20.9,177.36,74.87,59.91,86.14,1035.97,11.51,0.0,192.21,1149.74,340,125,0,76.915,4.899134431898982,-0.41742067469810734,60.60833333333333,1.1131024075515097,-0.627375638212349,90.29833333333333,11.624559294350854,-0.357719654400502,1035.8341666666668,228.98623680190252,0.0005931943125943283,11.509166666666667,2.5432422339616148,0.0003276657340006854,0.0,0.0,,188.29833333333332,1.7332881695747797,2.256789572172712,1324.4233333333334,624.8752812046625,-0.27954911737998506,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,13,6.26,21.66,171.31,69.56,58.86,76.71,779.43,8.66,0.0,186.53,544.04,339,125,0,76.89916666666666,4.924636504044707,-1.49029611843206,60.60999999999999,1.1102252023801298,-1.5762567776774452,89.98916666666668,11.955784038267714,-1.110689740142773,1039.1225000000002,224.59243835425337,-1.156283363335603,11.545833333333334,2.4942095061574245,-1.1570132044678334,0.0,0.0,,188.16333333333333,1.8073955814593523,-0.9036944375035582,1331.1575,615.1097676782427,-1.2796374588083808,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,14,6.94,22.35,196.47,73.24,58.65,81.47,866.96,9.63,0.0,190.76,735.3,338,125,0,76.30416666666666,4.897100177810857,-0.6257104317674863,60.456666666666656,1.24694778875412,-1.4488711419680027,88.38916666666665,11.677968735524122,-0.5924974474044192,1017.4308333333333,227.85257667896235,-0.6603867971409528,11.304166666666667,2.530413039706197,-0.6616179415756772,0.0,0.0,,188.22416666666666,1.8864900468779844,1.3442071096690729,1244.4508333333333,620.051371001678,-0.8211429845091907,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,15,13.91,10.24,170.06,81.84,62.81,94.14,1756.02,19.51,4.78,187.73,2000.0,337,125,0,76.55083333333333,5.1086192020461985,1.035341734719268,60.630833333333335,1.4208989365464348,1.5336535277894146,88.36166666666666,11.662726044449421,0.4954530622867016,1068.6591666666666,311.85194609150767,2.204125521575674,11.873333333333333,3.4639476516444843,2.2046137628671194,0.3983333333333334,1.3798671433632057,3.1754264805429413,188.23583333333332,1.8826405939691762,-0.2686828994093229,1280.5391666666667,652.2915965684273,1.102974248201678,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,16,9.54,20.05,189.75,82.15,61.18,99.46,1202.84,13.36,0.0,186.77,1893.6,336,125,0,76.83416666666666,5.331116987398919,0.9971331234895614,60.65333333333333,1.4278421948287334,0.3688549537015492,89.27499999999999,12.095659251453505,0.842037609382564,1073.8441666666668,313.66912545368376,0.4112481046604653,11.930833333333334,3.484042736230254,0.4102035407903832,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.20166666666668,1.9071055333021083,-0.750701333338263,1306.3758333333333,671.2497947378503,0.8748221172953967,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,17,11.22,20.42,170.9,82.87,62.51,102.99,1408.71,15.65,0.0,189.55,2000.0,335,125,0,77.58166666666666,5.5082233290258165,0.9600796876673907,60.85083333333333,1.5118228511744798,1.0974610321425724,90.43916666666667,12.724805737637256,0.986328089568444,1110.5541666666666,325.72609199806726,0.9153575370778176,12.338333333333336,3.6180452616228456,0.9153193028826958,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.2541666666667,1.9371134022904652,0.6689506829084512,1385.9525,693.6850724949131,0.8851963583294533,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,18,11.18,18.82,160.15,81.0,61.65,102.32,1390.6,15.45,0.0,188.02,2000.0,334,125,0,78.5125,4.999500202292954,0.4975497348433226,61.04750000000001,1.4422212981117954,0.4177583570488144,93.21,11.174281347646636,0.8152649567856652,1179.4383333333333,284.4173144848745,0.7424360470075965,13.103333333333333,3.1598024487539607,0.7426624622029939,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.22,1.9373458882990144,-0.10323401784262087,1536.0866666666668,602.2273206165341,0.7703292717746496,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,19,7.5,14.61,194.14,74.61,60.56,78.7,953.05,10.59,0.0,188.65,922.55,333,125,0,78.82833333333333,4.5706869054748,-0.9229101490807837,61.11333333333334,1.3958922420857394,-0.3964011810156241,93.74833333333333,10.183907834808728,-1.4776580441839757,1191.4266666666665,270.0620305961153,-0.8826737551387407,13.236666666666666,3.0001797925922373,-0.8821693530506297,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.26500000000001,1.9408269090542571,0.19836905506818073,1559.0441666666666,569.6242356542575,-1.1173930581370082,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,20,8.59,17.43,152.98,76.46,60.43,89.9,1084.89,12.05,0.0,186.69,1393.6,332,125,0,78.27250000000001,4.402480963770728,-0.41169967909358246,60.93083333333334,1.3222189224133356,-0.37878245791491966,93.12583333333333,10.170701645889372,-0.3171692028383402,1169.4583333333333,266.8251214434905,-0.31694292080081915,12.9925,2.964416622050774,-0.31793776657073947,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.38333333333335,1.7780854531736956,-0.95233518181645,1508.510833333333,553.622432898391,-0.20756173613077428,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,21,6.6,22.42,191.61,71.85,59.94,78.97,886.73,9.85,0.0,189.16,612.79,331,125,0,77.45166666666667,4.6183012093849,-1.212927960455127,60.846666666666664,1.3526830800862117,-0.6702727933943559,91.43916666666667,10.732733667137035,-1.1617885110525459,1139.1683333333333,277.2522267090954,-0.9105006525274983,12.655833333333334,3.080364377305014,-0.9108770877905474,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.47833333333332,1.7873384648350248,0.38138644698702395,1392.9099999999999,585.5741051310245,-1.3322310415783243,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,22,8.93,10.25,169.49,78.73,61.04,87.7,1149.2,12.77,0.0,187.75,1581.98,330,125,0,77.4475,4.617016204905893,0.2777768028271713,60.76333333333333,1.3023498575709822,0.21243651623894896,90.19833333333334,10.172474297501722,-0.24559740927012275,1144.585,276.71511485805974,0.016677802375801774,12.715833333333334,3.074497618483484,0.017618054520849954,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.37166666666667,1.7896156689144926,-0.34737439857338037,1402.8,587.8687489722361,0.30479592649423587,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,23,8.97,18.76,191.4,77.6,60.83,93.77,1124.07,12.49,0.0,187.47,1597.46,329,125,0,77.065,4.3720340595862,0.12236867158592829,60.6975,1.2747842954790458,0.10393915305507326,89.35583333333334,9.319201544351436,0.473663612237486,1136.5391666666667,275.70513258843437,-0.04522645824399797,12.626666666666667,3.0632850261631157,-0.044614414101010726,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.44083333333333,1.7317067688651453,-0.5606222432043482,1369.2549999999999,561.5909055774255,0.40635451488545865,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,24,7.81,15.56,170.2,75.61,59.69,80.79,942.57,10.47,0.0,186.17,1044.76,328,125,0,77.12666666666667,4.343384380732132,-0.3491900632591519,60.679166666666674,1.2886459301659785,-0.7676015913380265,88.90999999999998,9.61045548064473,-0.8449131278276558,1128.7558333333334,280.0859346200194,-0.6647453881821082,12.54,3.1120732639190885,-0.6651514358608677,0.3983333333333334,1.3798671433632057,-0.28867513459481287,187.9375,1.3783001718190153,-1.2823766811748631,1360.5066666666667,566.1207361803075,-0.5577373279012031,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,25,5.74,15.0,167.12,71.17,58.58,66.22,701.41,7.79,0.0,188.78,421.89,327,125,0,77.26083333333334,4.106826818256584,-1.4830996296841645,60.655833333333334,1.3265571182119504,-1.5648277068772771,88.03583333333334,11.171373691337825,-1.9528335490423285,1122.2541666666666,289.67349988496727,-1.4528224598860053,12.4675,3.218978169317938,-1.4531008767266989,0.3983333333333334,1.3798671433632057,-0.28867513459481287,188.125,1.32128381095467,0.4957299821351346,1350.3275,582.9828947455569,-1.592563878576947,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,26,5.41,13.27,190.02,69.14,58.67,66.5,678.72,7.54,0.0,186.78,338.09,326,125,0,76.91916666666667,4.611313081252812,-1.6869743020253154,60.657500000000006,1.3238176542931384,-1.5013397000368935,86.78833333333334,12.702191531266148,-1.5972309410855663,1106.5675,309.1943621185696,-1.383749357745176,12.293333333333335,3.435706446697505,-1.3835097401590781,0.3983333333333334,1.3798671433632057,-0.28867513459481287,187.79333333333332,1.0765883262614229,-0.9412449574409172,1317.2266666666667,630.4239237404005,-1.5531400852577117,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,27,6.72,16.18,176.51,71.81,59.23,73.9,857.0,9.52,0.0,187.72,636.7,325,125,0,76.08333333333333,4.546845726501615,-0.9398456843226279,60.35916666666666,1.1914045060220737,-0.9477609501719833,85.10166666666667,12.978045680955564,-0.8631243056190181,1031.6491666666668,238.31892239595587,-0.7328380176899898,11.460833333333333,2.6481432889456498,-0.7329034427385803,0.0,0.0,,187.79250000000002,1.0766456748117537,-0.0673387742097191,1203.6183333333333,618.931075496417,-0.9159635955887874,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,28,10.3,16.43,189.37,82.29,61.0,100.53,1327.34,14.75,0.0,187.14,2000.0,324,125,0,76.095,4.563974543790048,1.3573695340674516,60.344166666666666,1.1812201575515318,0.5552168485617148,85.19083333333333,13.088866509944673,1.171924754142176,1042.0241666666666,248.92314923790255,1.1462004807783037,11.576666666666666,2.7665217194597314,1.147048046292963,0.0,0.0,,187.82333333333335,1.0496608398848812,-0.6510039313349142,1212.485,630.3706041037935,1.2492889022317608,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,29,7.17,15.69,180.86,72.94,59.65,76.62,888.92,9.88,0.0,187.31,804.81,323,125,0,75.2675,4.100607770917501,-0.5675987877960901,60.10583333333333,0.975028748604915,-0.46750758271029824,82.99333333333333,11.996982448882198,-0.5312446992807884,998.7083333333334,223.211543560784,-0.49185777573119255,11.095833333333333,2.4808776245270128,-0.49008194572480573,0.0,0.0,,187.63666666666666,0.9037128801211675,-0.3614717393679895,1112.8858333333333,587.600450684559,-0.5242947533046012,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,30,8.49,19.08,216.67,76.43,60.5,89.52,1055.37,11.73,0.0,186.57,1374.43,322,125,0,74.88666666666667,3.7137859470634473,0.41556873641402947,60.00999999999999,0.8590798460086169,0.5703777155017722,81.92666666666666,10.611432371253967,0.7155804294529957,970.7725,187.88871503801457,0.4502532256015678,10.785833333333334,2.088768485945437,0.4520207351937851,0.0,0.0,,187.51583333333335,0.9438456955295216,-1.00210589274629,1060.7549999999999,526.2940335367325,0.5960071367180099,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,31,10.75,20.4,175.88,82.49,61.3,103.66,1316.53,14.63,0.0,190.69,2000.0,321,125,0,75.54333333333334,4.30933307080706,1.612005048699026,60.071666666666665,0.9260947657510652,1.326358142556988,84.00666666666666,12.242389348885155,1.6053511102490017,1001.0625,212.463518627851,1.4848078486009155,11.1225,2.3620412012417655,1.4849444616614,0.0,0.0,,187.68583333333333,1.2877567410976205,2.3328681347892295,1150.5425,588.7721054120716,1.4427611162140215,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,32,10.03,20.27,185.42,82.98,62.45,103.01,1285.47,14.28,0.0,187.38,2000.0,320,125,0,76.08666666666666,4.816591275492598,1.431164269305445,60.23999999999999,1.1529487885812242,1.9168240791679556,85.09916666666668,13.350892689481869,1.3415457490302416,1017.7775,227.04747117268016,1.1790155539605522,11.308333333333332,2.523827660638909,1.1774443687309408,0.0,0.0,,187.7433333333333,1.2542171287542503,-0.28968934086731535,1201.0758333333333,635.6840407203213,1.2567944379433702,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,33,10.12,22.54,190.82,81.69,60.84,103.79,1293.67,14.37,0.0,187.95,2000.0,319,125,0,76.90666666666668,4.867090475527407,0.9827911269339998,60.315,1.160904819526563,0.4522334571873943,87.1675,14.209965213315492,1.1697776701398142,1051.6891666666668,235.9120226023534,1.0257248895755062,11.685,2.62178461080512,1.0241115875554192,0.0,0.0,,187.6425,1.1761812244408623,0.2614393034085004,1316.6766666666667,645.0421526935393,1.0593467891670971,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,34,7.92,22.92,164.03,74.03,59.66,90.14,1026.53,11.41,0.0,187.72,1080.27,318,125,0,76.515,4.89604757107013,-0.5075522580057066,60.20000000000001,1.1508652871170086,-0.4692121710897615,87.37083333333334,14.235711470123512,0.19452253387393484,1041.4666666666665,233.9521966452794,-0.06384495157920494,11.571666666666665,2.5999224930172393,-0.06218134082876036,0.0,0.0,,187.64,1.1759638213358614,0.06802930374944255,1274.8675,642.5375364079376,-0.3028577926947026,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,35,10.32,17.26,182.15,82.78,62.39,97.9,1291.67,14.35,0.0,190.2,2000.0,317,125,0,76.94666666666667,5.218159434013853,1.1178909742215903,60.330000000000005,1.3061323892246983,1.5771754969056253,87.71500000000002,14.452753433798762,0.7047100088334491,1055.4333333333332,244.11389247023544,0.9677313498062017,11.726666666666667,2.71264826434623,0.9670746361823572,0.0,0.0,,187.86750000000004,1.3854905596607496,1.6835192298755812,1308.4125000000001,670.7964980545685,1.030994499830767,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,36,10.32,16.53,175.38,81.16,61.57,100.19,1319.09,14.66,0.0,189.07,2000.0,316,125,0,77.40916666666666,5.333595850546757,0.7032466348099523,60.48666666666666,1.334822653071002,0.8115934583826082,89.33166666666666,14.690781174435608,0.7391256601268169,1086.81,252.3472140451795,0.9204777666315478,12.075833333333334,2.8043033759282245,0.9215003943042743,0.0,0.0,,188.10916666666665,1.3135341524669122,0.73148713455895,1388.0158333333331,692.9769575791147,0.8831233996648421,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,37,7.43,12.63,178.81,72.75,60.4,74.03,995.11,11.06,0.0,187.48,880.25,315,125,0,77.54083333333334,5.1829466142398655,-0.9243454910708097,60.63833333333333,1.1945089012441479,-0.19952411663495537,89.9825,13.71435354589557,-1.1631973717619568,1111.285,224.24777353713824,-0.5180653442731284,12.348333333333334,2.4913991444507064,-0.517112376875838,0.0,0.0,,188.0008333333333,1.3067688001210014,-0.39856578553535055,1426.2124999999999,645.9177327735814,-0.845250830404714,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,38,14.06,14.59,183.59,81.23,63.18,98.92,1775.42,19.73,5.15,188.39,2000.0,314,125,0,78.54833333333333,4.53619350503827,0.5911711358186533,61.014166666666675,1.227935875830448,1.7638000289457954,92.68416666666667,11.715496697912059,0.5322722112537221,1202.6766666666667,253.5011711406814,2.259332099951078,13.364166666666668,2.816569345638041,2.2601372635088706,0.4291666666666667,1.4866769431632865,3.1754264805429413,188.135,1.2515118130412597,0.2037535701563439,1564.705,564.4278150239653,0.7712146503295867,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,39,9.23,18.33,180.02,79.06,59.71,95.67,1183.68,13.15,0.0,189.37,1719.64,313,125,0,79.1525,4.009352985661929,-0.023071054190238565,61.054166666666674,1.1710326315873505,-1.1478473190321241,94.49833333333333,10.119097007264278,0.11578767016716542,1229.8999999999999,229.39970642764783,-0.20148238513364222,13.666666666666666,2.548330410050452,-0.20274712597274103,0.4291666666666667,1.4866769431632865,-0.28867513459481287,188.2725,1.2917650011444972,0.8496127384064572,1654.95,483.3075433453795,0.13384852127948585,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,40,9.59,16.73,190.88,83.09,60.26,96.07,1212.16,13.47,0.0,187.25,1954.99,312,125,0,79.21916666666667,4.072420451443244,0.9504994338100661,60.99250000000001,1.1934146958889058,-0.613784967223327,94.12666666666667,9.958043193440407,0.19515212934740497,1220.3016666666667,227.3525688853943,-0.03581075290497715,13.56,2.5255494451703027,-0.03563580993122508,0.4291666666666667,1.4866769431632865,-0.28867513459481287,188.28166666666667,1.283360881247038,-0.8038788479076897,1651.1991666666665,480.5530592303065,0.6321691798610334,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,41,6.45,21.33,173.23,69.86,60.45,77.74,779.14,8.66,0.0,188.74,582.18,311,125,0,78.96249999999999,4.570719308817799,-1.9914808556367734,61.05916666666666,1.1323865251866136,-0.5379494131354761,94.22000000000001,9.782748266022399,-1.6845981877340772,1211.1533333333334,243.53207730972107,-1.7739483771737563,13.458333333333334,2.7053140746361164,-1.7736696002584258,0.4291666666666667,1.4866769431632865,-0.28867513459481287,188.40083333333334,1.2509157251850325,0.2711347054306973,1632.6466666666668,518.9623111439589,-2.024167543787722,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,42,10.34,21.36,201.2,81.72,61.2,101.32,1293.13,14.37,0.0,189.48,2000.0,310,125,0,79.40333333333334,4.559350698057635,0.5081132863180725,61.11750000000001,1.1189128246163227,0.07373228564815622,95.20333333333333,9.860114634529422,0.6203443766512132,1230.9666666666667,239.34142753258035,0.259726592149917,13.678333333333333,2.658932914239144,0.26012941618897045,0.4291666666666667,1.4866769431632865,-0.28867513459481287,188.64333333333332,1.1409591924288798,0.7333011313801441,1684.7775000000001,522.0764332255824,0.6037861124135369,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
WTG_01,43,4.26,20.4,181.78,67.87,58.14,67.92,541.66,6.02,0.0,186.42,162.78,309,125,0,78.185,5.513147096630995,-1.870982184803911,60.854166666666664,1.406856317101955,-1.9292422642403841,92.22499999999998,12.194856963639912,-1.993053307018489,1166.3941666666667,308.6502598399076,-2.0240843697676043,12.960833333333333,3.428966073517402,-2.024176729813337,0.4291666666666667,1.4866769431632865,-0.28867513459481287,188.2875,1.1100624470558724,-1.682337786448883,1531.6758333333335,669.7375025059289,-2.043928894845209,0,HEALTHY,0,NONE,0.293,0.2983,0.6811,0.0206
WTG_01,44,12.81,19.47,187.54,81.61,62.01,100.79,1598.88,17.77,2.04,190.15,2000.0,308,125,0,78.07083333333334,5.418192349237261,0.6532006319718201,60.817499999999995,1.3666423685940454,0.8725764892148086,92.04,12.032124425130364,0.7272198733022325,1192.5116666666665,332.0178347026047,1.223935255457967,13.251666666666665,3.6891581531276074,1.2247599982946695,0.5991666666666667,1.548491690372123,0.9304753408054014,188.51833333333335,1.1893683070004186,1.3718766988013296,1531.6758333333335,669.7375025059289,0.699265256782482,1,WARNING,1,WARN_GEARBOX_OIL_OVERHEAT,0.5394,0.1011,0.599,0.2998
